Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
6cb12788,China,Urban Development,10/03/2024,Idea 1002,Sustainable Transport,31,Cross-Regional Team,Rejected,Not Started,No
992208ce,USA,Infrastructure,06/01/2024,Idea 1003,Smart Cities,275,Cross-Regional Team,Approved,Completed,No
2c375be7,China,Research,16/08/2024,Idea 1004,Carbon Capture,139,Cross-Regional Team,Pending,Not Started,No
e616aa3d,Australia,Renewable Energy,21/08/2024,Idea 1005,Sustainable Transport,487,Single Contributor,Approved,Not Started,No
acb40775,South Africa,Urban Development,31/12/2023,Idea 1006,Renewable Energy,224,Single Contributor,Pending,Not Started,Yes
7306137b,Mexico,Environmental Policy,24/02/2024,Idea 1007,Renewable Energy,169,Cross-Regional Team,Rejected,Not Started,No
9f46e534,USA,Technology,19/10/2024,Idea 1008,Water Management,188,Single Contributor,Rejected,Not Started,No
79303e8c,France,Technology,10/11/2023,Idea 1009,Renewable Energy,141,Single Contributor,Pending,Not Started,No
accb2ae2,Brazil,Technology,29/08/2023,Idea 1010,Water Management,89,Cross-Regional Team,Rejected,Not Started,No
0d7a82d1,South Africa,Renewable Energy,26/12/2023,Idea 1011,Sustainable Transport,407,Single Contributor,Pending,Not Started,No
f6c23081,India,Research,29/04/2024,Idea 1012,Circular Economy,378,Cross-Regional Team,Pending,Not Started,No
fb6c71d1,Japan,Renewable Energy,19/03/2024,Idea 1013,Water Management,170,Single Contributor,Rejected,Not Started,No
121f7699,Australia,Urban Development,28/07/2024,Idea 1014,Water Management,373,Single Contributor,Pending,Not Started,No
9230b661,France,Infrastructure,07/05/2024,Idea 1015,Circular Economy,320,Cross-Regional Team,Pending,Not Started,No
ae5165c7,Canada,Infrastructure,12/01/2025,Idea 1016,Carbon Capture,307,Cross-Regional Team,Approved,Completed,No
fef16c0c,Australia,Technology,02/06/2024,Idea 1017,Smart Cities,77,Single Contributor,Rejected,Not Started,No
c48e710f,Canada,Renewable Energy,22/03/2024,Idea 1018,Circular Economy,283,Cross-Regional Team,Rejected,Not Started,No
057b6c0d,Brazil,Infrastructure,13/04/2024,Idea 1019,Carbon Capture,39,Cross-Regional Team,Pending,Not Started,No
7d239d23,USA,Urban Development,18/10/2024,Idea 1020,Circular Economy,500,Cross-Regional Team,Approved,In Progress,Yes
01d13f84,Germany,Environmental Policy,03/09/2024,Idea 1021,Renewable Energy,438,Single Contributor,Approved,Not Started,No
c00729e5,France,Urban Development,03/11/2023,Idea 1022,Carbon Capture,489,Cross-Regional Team,Rejected,Not Started,No
2a66a112,France,Urban Development,06/12/2024,Idea 1023,Carbon Capture,161,Cross-Regional Team,Approved,Not Started,No
274fdf86,UK,Infrastructure,19/06/2023,Idea 1024,Circular Economy,38,Cross-Regional Team,Pending,Not Started,No
d1379993,Brazil,Urban Development,10/03/2024,Idea 1025,Carbon Capture,412,Single Contributor,Pending,Not Started,No
2128c49e,Canada,Technology,19/08/2023,Idea 1026,Water Management,434,Single Contributor,Pending,Not Started,Yes
c2b4fc70,Germany,Environmental Policy,30/11/2024,Idea 1027,Water Management,283,Single Contributor,Rejected,Not Started,No
26d4f917,Japan,Renewable Energy,20/08/2024,Idea 1028,Renewable Energy,227,Single Contributor,Approved,Completed,No
260ad098,Brazil,Research,20/07/2023,Idea 1029,Carbon Capture,49,Cross-Regional Team,Pending,Not Started,No
b5ba893b,China,Research,17/08/2023,Idea 1030,Water Management,134,Cross-Regional Team,Pending,Not Started,No
e866d488,China,Infrastructure,04/05/2023,Idea 1031,Water Management,269,Cross-Regional Team,Rejected,Not Started,No
743073d7,South Africa,Research,09/02/2025,Idea 1032,Carbon Capture,97,Single Contributor,Rejected,Not Started,No
d7267166,UK,Research,22/08/2023,Idea 1033,Smart Cities,100,Single Contributor,Approved,In Progress,Yes
ab7afbc9,France,Technology,17/12/2023,Idea 1034,Sustainable Transport,189,Single Contributor,Approved,In Progress,No
41ffd515,USA,Infrastructure,14/04/2024,Idea 1035,Circular Economy,357,Cross-Regional Team,Pending,Not Started,No
7aa74401,Brazil,Environmental Policy,17/02/2025,Idea 1036,Renewable Energy,375,Cross-Regional Team,Pending,Not Started,No
3.78E+12,Canada,Technology,21/09/2023,Idea 1037,Sustainable Transport,21,Single Contributor,Pending,Not Started,No
dd94d20f,Mexico,Technology,30/01/2025,Idea 1038,Sustainable Transport,74,Cross-Regional Team,Pending,Not Started,No
d525e312,Canada,Technology,26/11/2023,Idea 1039,Sustainable Transport,460,Single Contributor,Rejected,Not Started,No
c2a79d12,France,Technology,29/08/2024,Idea 1040,Smart Cities,22,Cross-Regional Team,Pending,Not Started,No
8cf96232,India,Research,21/11/2023,Idea 1041,Water Management,112,Single Contributor,Approved,In Progress,No
f134524f,Australia,Urban Development,25/07/2023,Idea 1042,Carbon Capture,104,Single Contributor,Approved,In Progress,No
37864369,China,Technology,18/05/2023,Idea 1043,Carbon Capture,248,Single Contributor,Approved,Completed,No
fd860b40,South Africa,Research,13/11/2024,Idea 1044,Renewable Energy,49,Single Contributor,Rejected,Not Started,No
0535558b,Australia,Renewable Energy,01/03/2024,Idea 1045,Circular Economy,120,Cross-Regional Team,Pending,Not Started,No
47e13db9,Brazil,Technology,28/04/2024,Idea 1046,Renewable Energy,489,Single Contributor,Rejected,Not Started,No
0718b763,UK,Urban Development,03/02/2024,Idea 1047,Smart Cities,217,Single Contributor,Pending,Not Started,No
19ab5583,USA,Technology,05/11/2024,Idea 1048,Sustainable Transport,490,Cross-Regional Team,Pending,Not Started,No
5a79081c,India,Urban Development,17/10/2023,Idea 1049,Sustainable Transport,421,Cross-Regional Team,Approved,Not Started,No
5ef51294,USA,Technology,16/03/2023,Idea 1050,Sustainable Transport,136,Single Contributor,Approved,Completed,No
b21fbdd2,India,Renewable Energy,23/09/2024,Idea 1051,Carbon Capture,270,Cross-Regional Team,Rejected,Not Started,No
ba1da0f8,Japan,Technology,11/11/2023,Idea 1052,Water Management,128,Cross-Regional Team,Rejected,Not Started,No
12fa46e8,China,Environmental Policy,12/12/2024,Idea 1053,Renewable Energy,176,Cross-Regional Team,Pending,Not Started,No
a0cb5047,USA,Urban Development,01/08/2023,Idea 1054,Sustainable Transport,195,Single Contributor,Rejected,Not Started,No
1eda613f,Germany,Urban Development,08/10/2023,Idea 1055,Water Management,117,Single Contributor,Rejected,Not Started,No
0f7cfa42,UK,Renewable Energy,30/06/2024,Idea 1056,Smart Cities,5,Single Contributor,Rejected,Not Started,No
555f1b62,Brazil,Environmental Policy,19/09/2023,Idea 1057,Circular Economy,348,Single Contributor,Rejected,Not Started,No
3a729e87,China,Environmental Policy,05/12/2024,Idea 1058,Sustainable Transport,322,Cross-Regional Team,Pending,Not Started,No
b1a3bb73,Japan,Environmental Policy,14/08/2024,Idea 1059,Circular Economy,262,Single Contributor,Rejected,Not Started,No
4861cb5a,Canada,Renewable Energy,31/03/2023,Idea 1060,Sustainable Transport,99,Cross-Regional Team,Approved,Completed,No
94aab55e,USA,Infrastructure,15/01/2024,Idea 1061,Sustainable Transport,53,Cross-Regional Team,Approved,In Progress,No
6da9ef0d,China,Environmental Policy,22/12/2024,Idea 1062,Renewable Energy,485,Single Contributor,Rejected,Not Started,No
2a5a5b8b,Germany,Renewable Energy,05/01/2025,Idea 1063,Circular Economy,125,Single Contributor,Pending,Not Started,No
065294cf,Canada,Technology,20/03/2023,Idea 1064,Sustainable Transport,185,Cross-Regional Team,Rejected,Not Started,No
c0f68887,France,Infrastructure,13/10/2023,Idea 1065,Smart Cities,454,Cross-Regional Team,Rejected,Not Started,Yes
f1e9f763,Germany,Infrastructure,29/11/2024,Idea 1066,Sustainable Transport,264,Single Contributor,Approved,Completed,No
528b2551,China,Urban Development,21/03/2023,Idea 1067,Renewable Energy,389,Cross-Regional Team,Approved,Completed,No
9d332047,China,Urban Development,08/08/2024,Idea 1068,Renewable Energy,227,Cross-Regional Team,Approved,Not Started,No
be6baaba,Canada,Renewable Energy,18/09/2024,Idea 1069,Sustainable Transport,300,Cross-Regional Team,Pending,Not Started,Yes
cafa1b73,Brazil,Renewable Energy,21/03/2024,Idea 1070,Circular Economy,90,Cross-Regional Team,Rejected,Not Started,No
716059cb,Australia,Environmental Policy,21/10/2023,Idea 1071,Water Management,286,Single Contributor,Approved,Not Started,No
9cf87bd5,China,Urban Development,19/12/2024,Idea 1072,Renewable Energy,365,Single Contributor,Rejected,Not Started,No
9acf1361,UK,Research,02/01/2024,Idea 1073,Renewable Energy,172,Cross-Regional Team,Rejected,Not Started,No
86b8d107,UK,Renewable Energy,02/04/2024,Idea 1074,Circular Economy,280,Cross-Regional Team,Approved,Not Started,No
b5f93d9a,Mexico,Infrastructure,24/08/2024,Idea 1075,Smart Cities,412,Single Contributor,Rejected,Not Started,No
8de1ebc6,Canada,Urban Development,23/05/2024,Idea 1076,Renewable Energy,15,Cross-Regional Team,Rejected,Not Started,Yes
73b001e4,Japan,Technology,19/03/2023,Idea 1077,Sustainable Transport,201,Cross-Regional Team,Rejected,Not Started,No
5721419e,USA,Renewable Energy,13/09/2024,Idea 1078,Carbon Capture,378,Cross-Regional Team,Rejected,Not Started,Yes
b36ec361,Brazil,Renewable Energy,20/09/2023,Idea 1079,Renewable Energy,139,Cross-Regional Team,Approved,Not Started,No
f493e1cc,Canada,Research,30/05/2024,Idea 1080,Carbon Capture,34,Cross-Regional Team,Rejected,Not Started,No
922185ff,India,Infrastructure,27/07/2024,Idea 1081,Smart Cities,141,Single Contributor,Approved,Not Started,No
71ea71cc,France,Urban Development,02/08/2023,Idea 1082,Circular Economy,493,Single Contributor,Approved,Not Started,No
b21416af,China,Renewable Energy,16/05/2023,Idea 1083,Renewable Energy,152,Cross-Regional Team,Pending,Not Started,No
d83d904d,Canada,Technology,06/01/2025,Idea 1084,Carbon Capture,11,Single Contributor,Pending,Not Started,No
d60eae21,South Africa,Renewable Energy,01/02/2025,Idea 1085,Renewable Energy,300,Single Contributor,Pending,Not Started,No
7383189e,Australia,Research,12/10/2023,Idea 1086,Renewable Energy,191,Cross-Regional Team,Rejected,Not Started,No
3524f90e,UK,Urban Development,13/11/2024,Idea 1087,Circular Economy,373,Single Contributor,Approved,In Progress,No
44da0252,Germany,Urban Development,01/04/2024,Idea 1088,Carbon Capture,44,Cross-Regional Team,Pending,Not Started,No
1fcf0c7b,India,Renewable Energy,17/04/2024,Idea 1089,Sustainable Transport,369,Cross-Regional Team,Approved,Not Started,No
d129f255,China,Environmental Policy,06/11/2024,Idea 1090,Water Management,216,Cross-Regional Team,Pending,Not Started,No
b2654321,Australia,Infrastructure,22/02/2025,Idea 1091,Renewable Energy,253,Single Contributor,Rejected,Not Started,Yes
7da37a78,South Africa,Urban Development,27/05/2023,Idea 1092,Water Management,68,Cross-Regional Team,Rejected,Not Started,No
7d8c2c3f,China,Infrastructure,28/11/2023,Idea 1093,Carbon Capture,272,Single Contributor,Pending,Not Started,No
dcd4df97,Germany,Renewable Energy,25/12/2023,Idea 1094,Smart Cities,382,Single Contributor,Pending,Not Started,No
c535ba3a,Japan,Technology,01/03/2025,Idea 1095,Smart Cities,254,Single Contributor,Rejected,Not Started,No
d5ebc3c5,Canada,Urban Development,15/08/2023,Idea 1096,Smart Cities,62,Cross-Regional Team,Rejected,Not Started,No
98eb2306,South Africa,Urban Development,30/04/2023,Idea 1097,Smart Cities,94,Single Contributor,Approved,Completed,No
f0598fa9,Germany,Technology,10/08/2023,Idea 1098,Carbon Capture,349,Cross-Regional Team,Rejected,Not Started,No
44418fe7,Germany,Infrastructure,06/06/2023,Idea 1099,Renewable Energy,297,Single Contributor,Approved,Completed,No
04bfec47,Germany,Environmental Policy,24/07/2024,Idea 1100,Water Management,408,Cross-Regional Team,Approved,In Progress,No
c6873655,Mexico,Renewable Energy,14/11/2023,Idea 1101,Sustainable Transport,342,Cross-Regional Team,Approved,Not Started,Yes
480664ed,Australia,Urban Development,24/02/2025,Idea 1102,Sustainable Transport,177,Single Contributor,Approved,Completed,No
fdc1e5ef,Brazil,Renewable Energy,01/09/2024,Idea 1103,Renewable Energy,303,Cross-Regional Team,Rejected,Not Started,No
863acc1a,South Africa,Technology,09/02/2024,Idea 1104,Sustainable Transport,136,Cross-Regional Team,Approved,Completed,No
4.80E+08,India,Urban Development,16/06/2024,Idea 1105,Renewable Energy,90,Single Contributor,Pending,Not Started,No
1c7d37e3,Japan,Environmental Policy,01/07/2024,Idea 1106,Sustainable Transport,380,Cross-Regional Team,Approved,In Progress,No
a35dce32,India,Renewable Energy,09/07/2023,Idea 1107,Water Management,420,Cross-Regional Team,Pending,Not Started,No
5fd45d30,Australia,Urban Development,04/04/2024,Idea 1108,Renewable Energy,269,Cross-Regional Team,Approved,Not Started,No
5.72E+55,China,Renewable Energy,07/02/2025,Idea 1109,Smart Cities,80,Single Contributor,Pending,Not Started,No
c67cbbc2,Mexico,Environmental Policy,08/11/2024,Idea 1110,Carbon Capture,72,Single Contributor,Rejected,Not Started,No
fe1156ff,Brazil,Infrastructure,23/02/2025,Idea 1111,Carbon Capture,141,Single Contributor,Pending,Not Started,Yes
15f6ebda,UK,Research,07/09/2023,Idea 1112,Carbon Capture,239,Cross-Regional Team,Pending,Not Started,No
24b5057a,UK,Research,07/01/2025,Idea 1113,Renewable Energy,115,Cross-Regional Team,Approved,Completed,No
a7e1e054,Japan,Renewable Energy,06/12/2024,Idea 1114,Smart Cities,62,Cross-Regional Team,Approved,In Progress,No
a615879f,USA,Urban Development,28/09/2024,Idea 1115,Smart Cities,46,Cross-Regional Team,Rejected,Not Started,No
43a7eda2,France,Infrastructure,12/01/2025,Idea 1116,Smart Cities,441,Cross-Regional Team,Approved,Completed,No
1bf63f1d,USA,Urban Development,23/06/2024,Idea 1117,Circular Economy,111,Single Contributor,Rejected,Not Started,No
e1d9d074,UK,Renewable Energy,15/03/2023,Idea 1118,Water Management,258,Cross-Regional Team,Approved,In Progress,No
24e98d9d,France,Urban Development,20/12/2024,Idea 1119,Sustainable Transport,50,Cross-Regional Team,Rejected,Not Started,No
d554f7c2,Germany,Urban Development,29/10/2023,Idea 1120,Renewable Energy,105,Single Contributor,Approved,In Progress,No
94be23e9,Canada,Infrastructure,23/09/2024,Idea 1121,Circular Economy,344,Cross-Regional Team,Rejected,Not Started,No
cc7566a1,UK,Renewable Energy,16/10/2024,Idea 1122,Circular Economy,252,Single Contributor,Rejected,Not Started,No
c916f91c,Germany,Infrastructure,23/09/2024,Idea 1123,Sustainable Transport,254,Single Contributor,Approved,Not Started,No
ed570297,USA,Infrastructure,03/10/2023,Idea 1124,Circular Economy,54,Single Contributor,Rejected,Not Started,No
e0b6bd3d,Germany,Infrastructure,07/09/2023,Idea 1125,Circular Economy,452,Single Contributor,Rejected,Not Started,No
87edad8c,Brazil,Environmental Policy,08/06/2024,Idea 1126,Renewable Energy,388,Single Contributor,Approved,In Progress,No
32fbac72,UK,Technology,06/02/2025,Idea 1127,Water Management,386,Cross-Regional Team,Rejected,Not Started,No
fd22ae00,Brazil,Urban Development,27/06/2024,Idea 1128,Smart Cities,105,Single Contributor,Rejected,Not Started,No
441469fc,Japan,Research,05/01/2024,Idea 1129,Circular Economy,55,Cross-Regional Team,Rejected,Not Started,No
23d20e00,Australia,Research,24/06/2024,Idea 1130,Sustainable Transport,19,Single Contributor,Rejected,Not Started,No
583010f0,India,Environmental Policy,12/07/2024,Idea 1131,Water Management,100,Single Contributor,Approved,Completed,No
a61f5fa4,UK,Environmental Policy,25/07/2024,Idea 1132,Smart Cities,379,Single Contributor,Pending,Not Started,No
fbe2f01b,Japan,Urban Development,27/04/2024,Idea 1133,Sustainable Transport,230,Single Contributor,Rejected,Not Started,No
db7f1359,Mexico,Environmental Policy,22/08/2023,Idea 1134,Carbon Capture,51,Single Contributor,Approved,In Progress,No
a6962eb3,UK,Environmental Policy,30/05/2024,Idea 1135,Smart Cities,415,Single Contributor,Rejected,Not Started,No
7ff0e8b7,France,Environmental Policy,12/07/2023,Idea 1136,Sustainable Transport,26,Cross-Regional Team,Rejected,Not Started,No
2fa7d89e,UK,Technology,22/09/2023,Idea 1137,Carbon Capture,314,Single Contributor,Approved,In Progress,No
238c8736,UK,Renewable Energy,09/04/2023,Idea 1138,Renewable Energy,25,Cross-Regional Team,Pending,Not Started,No
3d07b108,Australia,Infrastructure,07/01/2024,Idea 1139,Circular Economy,264,Single Contributor,Approved,Not Started,No
fd25c4e0,UK,Environmental Policy,25/11/2023,Idea 1140,Water Management,463,Cross-Regional Team,Rejected,Not Started,No
eebbc363,France,Urban Development,09/01/2025,Idea 1141,Carbon Capture,95,Cross-Regional Team,Pending,Not Started,No
7df3f600,China,Urban Development,11/04/2023,Idea 1142,Carbon Capture,269,Cross-Regional Team,Pending,Not Started,Yes
46aba97b,USA,Technology,09/11/2024,Idea 1143,Renewable Energy,480,Single Contributor,Approved,In Progress,No
4d50290c,South Africa,Research,23/07/2024,Idea 1144,Renewable Energy,8,Single Contributor,Approved,Not Started,No
78be8498,Canada,Environmental Policy,09/07/2023,Idea 1145,Carbon Capture,192,Cross-Regional Team,Approved,Completed,No
c9a9b03d,Brazil,Research,09/08/2024,Idea 1146,Renewable Energy,500,Single Contributor,Rejected,Not Started,No
0b1b4279,USA,Research,13/11/2023,Idea 1147,Circular Economy,29,Single Contributor,Rejected,Not Started,No
a764baf9,UK,Urban Development,04/01/2024,Idea 1148,Sustainable Transport,40,Single Contributor,Pending,Not Started,No
7a8e9bc5,France,Urban Development,26/06/2023,Idea 1149,Renewable Energy,81,Cross-Regional Team,Rejected,Not Started,No
