Transaction ID,Customer ID,Book Title,Author,Genre,Purchase Method,Payment Method,Stock Before,Stock After,Loyalty Points,Promotion Applied,Discount Applied,Order Status,Restock Triggered
7694eb12,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Online Payment,23,20,0,None,0,Completed,No
9fcfcd0f,e79aaa,The Midnight Library,Matt Haig,Fantasy,Online,Cash,23,21,20,Flat 50% Discount,50,Completed,No
e787664b,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,47,46,0,None,0,Completed,No
4dc44008,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,49,47,0,None,0,Completed,No
72eab6b1,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,22,21,0,None,0,Completed,No
bce56c5d,b5e2cd,Dune,Frank Herbert,Sci-Fi,Online,Cash,39,36,30,"Buy 3 Books, Get 1 Free",0,Completed,No
d4acb579,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,42,39,0,None,0,Completed,No
79e5c010,c16750,Becoming,Michelle Obama,Biography,Online,Online Payment,8,5,30,"Buy One, Get One Free",0,Declined (Insufficient Funds),No
cd5b4a08,610585,The Silent Patient,Alex Michaelides,Thriller,Online,Card,20,18,20,"Buy 3 Books, Get 1 Free",0,Completed,No
f53bebf4,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Cash,6,3,0,None,0,Completed,Yes
3babac45,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,36,34,0,None,0,Declined (Insufficient Funds),No
0d930858,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,31,29,0,None,0,Completed,No
79c52b16,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,9,8,0,None,0,Completed,No
c3c1f613,0049ed,The Midnight Library,Matt Haig,Fantasy,Online,Cash,40,38,20,"Buy One, Get One Free",0,Completed,No
9bfee144,6a013d,Educated,Tara Westover,Memoir,Online,Online Payment,17,14,30,"Buy One, Get One Free",0,Completed,No
035bc42f,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,49,48,0,None,0,Completed,No
e4ef9700,71adbf,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,13,10,30,"Buy One, Get One Free",0,Completed,No
5433f10a,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,19,16,0,None,0,Completed,No
843804ac,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,48,45,0,None,0,Completed,No
0c504dec,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,44,42,0,None,0,Completed,No
a8a49f46,f5eac9,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,24,22,20,Earn 2x Reward Points,0,Completed,No
c68a38b3,ce4987,Atomic Habits,James Clear,Self-Help,Online,Online Payment,50,47,30,"Buy One, Get One Free",0,Completed,No
8b3e18ff,f62c21,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,8,5,30,Flat 50% Discount,50,Declined (Insufficient Funds),No
4.03E+13,e441dc,Dune,Frank Herbert,Sci-Fi,Online,Card,34,33,10,"Buy One, Get One Free",0,Declined (Insufficient Funds),No
73ea4cf8,243344,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,17,16,10,Earn 2x Reward Points,0,Completed,No
43dbcbed,5548a9,The Silent Patient,Alex Michaelides,Thriller,Online,Card,5,2,30,"Buy One, Get One Free",0,Completed,Yes
fa53b3d8,Guest,1984,George Orwell,Dystopian,In-Store,Cash,18,15,0,None,0,Completed,No
c501abbf,f56c90,Becoming,Michelle Obama,Biography,Online,Cash,33,30,30,"Buy One, Get One Free",0,Completed,No
e3dc7e0a,Guest,1984,George Orwell,Dystopian,In-Store,Cash,39,38,0,None,0,Completed,No
cbefb5c9,b4ca41,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,22,21,10,Earn 2x Reward Points,0,Completed,No
2a5e5643,d0ec9b,The Silent Patient,Alex Michaelides,Thriller,Online,Card,28,25,30,Flat 50% Discount,50,Completed,No
7582d983,58f9d8,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,38,36,20,Flat 50% Discount,50,Completed,No
9d56ee79,b52129,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,11,10,10,None,0,Completed,No
9085b9e7,8d2b05,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,9,6,30,Flat 50% Discount,50,Completed,No
2449e8bc,4b493f,Dune,Frank Herbert,Sci-Fi,Online,Cash,8,7,10,"Buy One, Get One Free",0,Completed,No
6f7f6cfd,4661ab,The Silent Patient,Alex Michaelides,Thriller,Online,Card,20,18,20,"Buy 3 Books, Get 1 Free",0,Completed,No
7f5e3752,23799c,Atomic Habits,James Clear,Self-Help,Online,Cash,17,15,20,Flat 50% Discount,50,Completed,No
28400aab,e418fa,1984,George Orwell,Dystopian,Online,Card,31,29,20,None,0,Completed,No
98248d17,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,11,9,0,None,0,Completed,No
85b63d1d,5a8ae7,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,49,47,20,"Buy One, Get One Free",0,Completed,No
f811ed11,743da1,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,39,36,30,"Buy One, Get One Free",0,Completed,No
72d890f2,51555e,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,23,20,30,None,0,Completed,No
c57e8634,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,46,44,0,None,0,Completed,No
c9361d2c,eccd20,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,47,45,20,Earn 2x Reward Points,0,Completed,No
d661d1be,8558ea,1984,George Orwell,Dystopian,Online,Online Payment,5,2,30,Flat 50% Discount,50,Completed,Yes
c064a6b4,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,9,8,0,None,0,Completed,No
bb0b4bc9,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,32,29,0,None,0,Completed,No
22d81e91,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,14,13,0,None,0,Completed,No
359ce8d6,3d2d8b,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,16,13,30,None,0,Completed,No
5d88de50,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,46,44,0,None,0,Completed,No
72788736,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,50,47,0,None,0,Completed,No
00dcbd3f,fb3245,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,9,6,30,None,0,Completed,No
0f1ed11a,11137b,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,46,45,10,Flat 50% Discount,50,Completed,No
b2fedfd2,67ee8d,1984,George Orwell,Dystopian,Online,Cash,37,36,10,"Buy One, Get One Free",0,Completed,No
6aaab060,22c5b8,Becoming,Michelle Obama,Biography,Online,Cash,17,16,10,Flat 50% Discount,50,Completed,No
74400501,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,17,15,0,None,0,Completed,No
49240b74,db2cfc,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,48,46,20,Flat 50% Discount,50,Declined (Insufficient Funds),No
f0091026,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Cash,50,48,0,None,0,Completed,No
8ba8dfbb,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,42,40,0,None,0,Completed,No
162b804b,4d4678,1984,George Orwell,Dystopian,Online,Cash,20,18,20,"Buy One, Get One Free",0,Completed,No
2c3e1fca,586b05,Becoming,Michelle Obama,Biography,Online,Online Payment,32,31,10,Flat 50% Discount,50,Completed,No
079ce5a2,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,12,10,0,None,0,Completed,No
bf03c1e3,c92e30,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,31,30,10,Earn 2x Reward Points,0,Completed,No
8115bdaf,df9b5d,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,12,11,10,Flat 50% Discount,50,Completed,No
3522e9bd,bb7689,Atomic Habits,James Clear,Self-Help,Online,Card,45,44,10,Earn 2x Reward Points,0,Completed,No
a14c43b8,7ab6f8,Atomic Habits,James Clear,Self-Help,Online,Card,35,32,30,"Buy One, Get One Free",0,Completed,No
23fc28c9,cc4d0b,Educated,Tara Westover,Memoir,Online,Cash,45,42,30,Earn 2x Reward Points,0,Completed,No
7e631b88,6e147f,Dune,Frank Herbert,Sci-Fi,Online,Card,46,44,20,None,0,Completed,No
de7cbd4e,8f475a,1984,George Orwell,Dystopian,Online,Card,34,31,30,"Buy 3 Books, Get 1 Free",0,Completed,No
83e13c67,Guest,Becoming,Michelle Obama,Biography,In-Store,Cash,33,31,0,None,0,Completed,No
2797d00a,ef2058,Atomic Habits,James Clear,Self-Help,Online,Online Payment,33,31,20,Flat 50% Discount,50,Declined (Insufficient Funds),No
7c8b666b,ac5333,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,24,23,10,Flat 50% Discount,50,Completed,No
f1d4571b,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Cash,11,10,0,None,0,Completed,No
2fb7202b,Guest,1984,George Orwell,Dystopian,In-Store,Cash,21,20,0,None,0,Completed,No
aadfe0f0,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,34,32,0,None,0,Completed,No
ef0d6a73,313ce2,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,39,38,10,Flat 50% Discount,50,Completed,No
ae850b9e,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,34,31,0,None,0,Completed,No
505518d2,e9315a,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,33,32,10,Earn 2x Reward Points,0,Completed,No
b9e3e19e,c37889,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,27,26,10,"Buy One, Get One Free",0,Completed,No
11f1bf65,77de79,The Midnight Library,Matt Haig,Fantasy,Online,Card,8,7,10,None,0,Completed,No
0925d5a8,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,8,5,0,None,0,Completed,No
81730376,271bbe,The Midnight Library,Matt Haig,Fantasy,Online,Card,24,21,30,Earn 2x Reward Points,0,Completed,No
fe01a909,a152b2,1984,George Orwell,Dystopian,Online,Online Payment,41,38,30,Flat 50% Discount,50,Completed,No
8e5d8d0a,5ebf7d,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,47,46,10,Earn 2x Reward Points,0,Completed,No
126ea9df,d6b9ac,Dune,Frank Herbert,Sci-Fi,Online,Card,42,41,10,Earn 2x Reward Points,0,Completed,No
6d1abc6d,dcbc8f,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,19,16,30,Earn 2x Reward Points,0,Completed,No
b9cc75d5,7b0ea1,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,36,35,10,Flat 50% Discount,50,Completed,No
2d240f75,0f17ac,Dune,Frank Herbert,Sci-Fi,Online,Cash,15,13,20,Earn 2x Reward Points,0,Completed,No
7d7412c0,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,9,8,0,None,0,Completed,No
f591e550,29beff,The Midnight Library,Matt Haig,Fantasy,Online,Cash,14,13,10,None,0,Completed,No
ad2dbd13,dc358a,The Silent Patient,Alex Michaelides,Thriller,Online,Card,44,41,30,Flat 50% Discount,50,Completed,No
232f8321,509f1c,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,38,35,30,Flat 50% Discount,50,Completed,No
b58b7ce6,d766a5,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,5,4,10,"Buy 3 Books, Get 1 Free",0,Completed,Yes
640abcba,745f65,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,7,4,30,None,0,Completed,Yes
8bff185c,7544bf,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,15,14,10,Earn 2x Reward Points,0,Declined (Insufficient Funds),No
227751b1,c04bb4,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,14,11,30,None,0,Declined (Insufficient Funds),No
5d50143f,1fece1,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,26,24,20,None,0,Completed,No
19a90e9c,c0a79b,Educated,Tara Westover,Memoir,Online,Card,39,36,30,Earn 2x Reward Points,0,Completed,No
c754e793,782b60,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,47,45,20,None,0,Completed,No
07a096c9,87fab3,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,14,11,30,None,0,Completed,No
b4d3ddd3,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,26,25,0,None,0,Completed,No
123db5fb,9731c3,Atomic Habits,James Clear,Self-Help,Online,Cash,43,40,30,"Buy 3 Books, Get 1 Free",0,Declined (Insufficient Funds),No
768f9f67,7a779c,Becoming,Michelle Obama,Biography,Online,Online Payment,16,14,20,None,0,Completed,No
d67c35e3,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,36,33,0,None,0,Completed,No
59acab63,da3576,Atomic Habits,James Clear,Self-Help,Online,Cash,46,45,10,Earn 2x Reward Points,0,Completed,No
eecdef24,8f80b6,Dune,Frank Herbert,Sci-Fi,Online,Card,20,17,30,Earn 2x Reward Points,0,Completed,No
3715c33e,91a502,Atomic Habits,James Clear,Self-Help,Online,Online Payment,29,27,20,"Buy 3 Books, Get 1 Free",0,Completed,No
5108af54,93498f,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,37,35,20,None,0,Completed,No
67c1f321,c62b2f,Becoming,Michelle Obama,Biography,Online,Cash,31,29,20,"Buy 3 Books, Get 1 Free",0,Completed,No
82a565de,f73852,Atomic Habits,James Clear,Self-Help,Online,Cash,42,41,10,Earn 2x Reward Points,0,Completed,No
e340e063,5b48a5,Atomic Habits,James Clear,Self-Help,Online,Card,44,41,30,None,0,Completed,No
80a03cc7,75fa13,Educated,Tara Westover,Memoir,Online,Card,22,20,20,"Buy 3 Books, Get 1 Free",0,Completed,No
2ecbb83f,34944a,The Silent Patient,Alex Michaelides,Thriller,Online,Card,49,46,30,Earn 2x Reward Points,0,Completed,No
e9885d4c,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,16,13,0,None,0,Completed,No
611dc4fa,47e470,Atomic Habits,James Clear,Self-Help,Online,Cash,12,10,20,Earn 2x Reward Points,0,Completed,No
89cd0baf,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,20,19,0,None,0,Completed,No
0967a4a0,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,44,43,0,None,0,Completed,No
dcfcb4d3,be869a,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,49,47,20,"Buy One, Get One Free",0,Completed,No
543c480e,2da2f2,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,19,16,30,Earn 2x Reward Points,0,Completed,No
eb963dd8,b081df,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,50,49,10,Flat 50% Discount,50,Completed,No
9d1a8040,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,17,15,0,None,0,Completed,No
df3d9e17,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,39,37,0,None,0,Completed,No
6b93e32a,2.41E+20,Educated,Tara Westover,Memoir,Online,Card,23,22,10,"Buy One, Get One Free",0,Completed,No
9b800f01,cbe433,Dune,Frank Herbert,Sci-Fi,Online,Cash,8,7,10,"Buy 3 Books, Get 1 Free",0,Completed,No
dc87b9e0,8e4424,The Silent Patient,Alex Michaelides,Thriller,Online,Card,50,48,20,None,0,Completed,No
63cd855f,22e45a,Becoming,Michelle Obama,Biography,Online,Online Payment,39,37,20,"Buy 3 Books, Get 1 Free",0,Completed,No
2dcfdc27,0f84a8,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,28,25,30,None,0,Completed,No
68c40f3e,e0b65c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,17,15,20,Flat 50% Discount,50,Completed,No
3968bded,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,14,13,0,None,0,Completed,No
893a825b,9a805a,Dune,Frank Herbert,Sci-Fi,Online,Card,50,49,10,Earn 2x Reward Points,0,Completed,No
a7bc0bc4,91d873,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,18,17,10,"Buy 3 Books, Get 1 Free",0,Completed,No
721fb963,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,7,6,0,None,0,Completed,No
813af529,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,6,3,0,None,0,Declined (Insufficient Funds),Yes
ae689598,f4a230,Dune,Frank Herbert,Sci-Fi,Online,Card,32,30,20,Flat 50% Discount,50,Completed,No
dd0da837,Guest,Becoming,Michelle Obama,Biography,In-Store,Online Payment,41,40,0,None,0,Completed,No
a08b5133,f110c7,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,11,10,10,"Buy 3 Books, Get 1 Free",0,Completed,No
df6aeebb,922185,Atomic Habits,James Clear,Self-Help,Online,Online Payment,14,12,20,"Buy One, Get One Free",0,Completed,No
d269932a,0d0cd0,1984,George Orwell,Dystopian,Online,Online Payment,50,48,20,Earn 2x Reward Points,0,Completed,No
1a728657,ba4306,Atomic Habits,James Clear,Self-Help,Online,Online Payment,41,39,20,Earn 2x Reward Points,0,Completed,No
216b4e80,cc59fe,1984,George Orwell,Dystopian,Online,Online Payment,12,11,10,"Buy 3 Books, Get 1 Free",0,Completed,No
b87084e3,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,26,23,0,None,0,Completed,No
70ee9769,a9f405,Becoming,Michelle Obama,Biography,Online,Card,7,6,10,None,0,Completed,No
208ca45d,218469,The Midnight Library,Matt Haig,Fantasy,Online,Card,26,24,20,"Buy 3 Books, Get 1 Free",0,Completed,No
aa7c96fa,f1a9fc,The Midnight Library,Matt Haig,Fantasy,Online,Card,49,47,20,Flat 50% Discount,50,Completed,No
bf1f9976,1b3e90,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,32,30,20,"Buy 3 Books, Get 1 Free",0,Completed,No
e27d077b,Guest,Educated,Tara Westover,Memoir,In-Store,Card,43,42,0,None,0,Completed,No
4f8af70a,57a9f5,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,15,12,30,"Buy One, Get One Free",0,Completed,No
77f33468,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,35,33,0,None,0,Declined (Insufficient Funds),No
8e3e0c98,60f136,Atomic Habits,James Clear,Self-Help,Online,Online Payment,49,48,10,Flat 50% Discount,50,Completed,No
1db6bcf0,bd8ae3,The Silent Patient,Alex Michaelides,Thriller,Online,Card,14,12,20,"Buy 3 Books, Get 1 Free",0,Completed,No
0632bf3e,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,14,13,0,None,0,Completed,No
477589cf,60b781,1984,George Orwell,Dystopian,Online,Card,12,11,10,"Buy One, Get One Free",0,Completed,No
04a9cc23,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,49,47,0,None,0,Completed,No
07bdda51,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,30,27,0,None,0,Completed,No
d755fe52,9b153f,Becoming,Michelle Obama,Biography,Online,Online Payment,28,25,30,Earn 2x Reward Points,0,Completed,No
98f6e718,fb4ea0,The Silent Patient,Alex Michaelides,Thriller,Online,Card,44,43,10,"Buy One, Get One Free",0,Completed,No
bdc93421,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,19,16,0,None,0,Completed,No
c01e9c92,07326b,Dune,Frank Herbert,Sci-Fi,Online,Card,50,49,10,Flat 50% Discount,50,Completed,No
7f1022c0,0f7e2f,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,27,25,20,"Buy One, Get One Free",0,Completed,No
7cbed336,2abb1d,Atomic Habits,James Clear,Self-Help,Online,Cash,40,38,20,"Buy 3 Books, Get 1 Free",0,Completed,No
a35cbd04,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,49,46,0,None,0,Completed,No
a7021b31,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,48,45,0,None,0,Completed,No
2bb7c5b4,0ef847,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,40,39,10,"Buy 3 Books, Get 1 Free",0,Completed,No
0335652d,e89fb3,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,9,6,30,Earn 2x Reward Points,0,Completed,No
745a0950,9bec02,1984,George Orwell,Dystopian,Online,Cash,37,35,20,None,0,Completed,No
7388233a,4957f7,1984,George Orwell,Dystopian,Online,Cash,29,26,30,"Buy 3 Books, Get 1 Free",0,Completed,No
d5ae7ee4,925c67,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,46,44,20,None,0,Completed,No
4a827be4,795737,Atomic Habits,James Clear,Self-Help,Online,Online Payment,33,32,10,None,0,Completed,No
620c694b,0ed0c7,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,17,14,30,"Buy 3 Books, Get 1 Free",0,Completed,No
02ee827a,143d2a,Becoming,Michelle Obama,Biography,Online,Cash,6,5,10,Earn 2x Reward Points,0,Declined (Insufficient Funds),No
bfbcd121,477751,Atomic Habits,James Clear,Self-Help,Online,Card,21,19,20,Flat 50% Discount,50,Completed,No
dd61d81e,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,48,45,0,None,0,Completed,No
431dcad1,e16e0a,Educated,Tara Westover,Memoir,Online,Cash,10,8,20,Earn 2x Reward Points,0,Completed,No
5c3adc97,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,9,6,0,None,0,Completed,No
dc63c7b6,Guest,Educated,Tara Westover,Memoir,In-Store,Card,20,19,0,None,0,Completed,No
a6e05dfa,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,7,4,0,None,0,Completed,Yes
ee97dca7,ecceb4,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,17,15,20,"Buy 3 Books, Get 1 Free",0,Completed,No
b5af43d2,2a6ee8,Atomic Habits,James Clear,Self-Help,Online,Cash,8,6,20,None,0,Completed,No
03df0e98,ed6c3a,1984,George Orwell,Dystopian,Online,Card,5,3,20,None,0,Completed,Yes
5ef7ce54,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,50,47,0,None,0,Completed,No
eb94324c,f56cf4,Becoming,Michelle Obama,Biography,Online,Online Payment,42,40,20,None,0,Completed,No
91e80100,bec77f,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,35,33,20,Flat 50% Discount,50,Completed,No
4044ce2a,71dd77,1984,George Orwell,Dystopian,Online,Cash,25,23,20,"Buy One, Get One Free",0,Completed,No
214d83f5,3b2190,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,20,18,20,Earn 2x Reward Points,0,Completed,No
1f0dfacf,bdcc9f,The Silent Patient,Alex Michaelides,Thriller,Online,Card,38,35,30,Earn 2x Reward Points,0,Completed,No
ebabc5cc,480ac1,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,39,36,30,Flat 50% Discount,50,Completed,No
deee1487,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,42,41,0,None,0,Completed,No
0b243721,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,18,16,0,None,0,Completed,No
20ebce1c,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,44,43,0,None,0,Completed,No
aa090c44,25ee46,Atomic Habits,James Clear,Self-Help,Online,Cash,21,20,10,Earn 2x Reward Points,0,Completed,No
2d0f8f5b,a3ad4d,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,8,7,10,"Buy 3 Books, Get 1 Free",0,Completed,No
2d116102,613c45,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,25,24,10,"Buy 3 Books, Get 1 Free",0,Completed,No
55f6cca3,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,30,28,0,None,0,Completed,No
da22b676,2cd13e,The Midnight Library,Matt Haig,Fantasy,Online,Card,50,47,30,Earn 2x Reward Points,0,Completed,No
